Date,Open,High,Low,Close,Adj Close,Volume
2000-03-30,18.648199,19.122299,18.437500,18.490200,6.926707,42715558546
2000-03-31,18.437500,18.648199,18.016100,18.068800,6.768845,34222617352
2000-04-03,18.068800,18.068800,18.068800,18.068800,6.768845,0
2000-04-04,18.068800,18.068800,18.068800,18.068800,6.768845,0
2000-04-05,18.700899,18.858900,18.279499,18.384800,6.887224,37210567398
2000-04-06,18.384800,18.911600,17.910700,17.910700,6.709618,29755737783
2000-04-07,18.332100,18.384800,17.752701,17.752701,6.650429,28601738
2000-04-10,17.383900,18.490200,17.067900,18.490200,6.926707,52507108
2000-04-11,18.595501,18.858900,17.963400,18.068800,6.768845,61202786
2000-04-12,18.068800,18.384800,17.647301,17.805401,6.670171,31420168418
2000-04-13,17.489300,18.174101,17.383900,17.436600,6.532013,29373265812
2000-04-14,17.383900,17.542000,16.751801,16.751801,6.275478,22408101535
2000-04-17,14.855400,15.592900,14.592000,15.013400,5.624247,33294366198
2000-04-18,15.540200,15.961600,15.276800,15.487500,5.801851,41342627883
2000-04-19,15.908900,16.225000,15.698200,15.698200,5.880783,43990592488
2000-04-20,15.803600,15.856300,15.171400,15.276800,5.722919,19235085
2000-04-21,15.382200,15.698200,15.276800,15.276800,5.722919,14125665317
2000-04-24,15.276800,15.382200,14.223200,14.223200,5.328226,14596064771
2000-04-25,13.591000,14.117900,13.275000,13.854500,5.190105,30302772053
2000-04-26,14.117900,14.117900,12.906200,12.906200,4.834857,24165134
2000-04-27,12.906200,12.906200,12.010700,12.116100,4.538873,36315936
2000-04-28,12.168700,12.958900,11.852700,12.958900,4.854599,45842027
2000-05-01,12.958900,12.958900,12.958900,12.958900,4.854599,0
2000-05-02,13.327700,14.065200,13.327700,13.959800,5.229550,52015445574
2000-05-03,13.959800,14.170500,13.485700,13.538400,5.071688,34296235611
2000-05-04,13.591000,14.433900,13.275000,14.433900,5.407156,44011149184
2000-05-05,14.433900,15.171400,14.117900,14.697300,5.505829,82601597
2000-05-08,15.382200,15.434800,14.802700,14.802700,5.545315,30484874490
2000-05-09,14.802700,14.802700,14.802700,14.802700,5.545315,0
2000-05-10,15.066100,15.224100,14.644700,14.644700,5.486125,26978384
2000-05-11,14.117900,14.592000,14.117900,14.170500,5.308483,19146699594
2000-05-12,14.486600,14.960700,14.328600,14.802700,5.545315,25474185354
2000-05-15,15.066100,15.803600,15.066100,15.803600,5.920267,72134477
2000-05-16,16.119600,16.330400,15.592900,16.277700,6.097872,131951233196
2000-05-17,16.646400,17.173201,16.488400,16.699100,6.255736,105017370223
2000-05-18,16.225000,16.646400,16.066999,16.330400,6.117615,42864668372
2000-05-19,16.119600,16.699100,16.119600,16.435699,6.157060,45534881
2000-05-22,15.750900,15.908900,15.329500,15.329500,5.742661,36458839140
2000-05-23,15.382200,15.434800,14.750000,14.960700,5.604504,24239547167
2000-05-24,14.539300,14.908000,14.486600,14.486600,5.426899,17670236
2000-05-25,14.750000,14.855400,13.907200,13.907200,5.209846,41273775224
2000-05-26,13.643800,13.907200,13.538400,13.749100,5.150620,24751881
2000-05-29,13.801800,14.381300,13.801800,14.328600,5.367710,21860231577
2000-05-30,14.328600,14.328600,14.328600,14.328600,5.367710,0
2000-05-31,14.960700,14.960700,14.539300,14.697300,5.505829,24105489
2000-06-01,14.750000,15.013400,14.486600,14.486600,5.426899,16548511270
2000-06-02,14.750000,15.066100,14.486600,14.539300,5.446641,25797904381
2000-06-05,14.908000,14.908000,14.539300,14.539300,5.446641,10307794
2000-06-06,14.539300,14.539300,14.539300,14.539300,5.446641,0
2000-06-07,14.539300,14.697300,14.012500,14.065200,5.269035,24939718
2000-06-08,14.223200,15.013400,14.223200,15.013400,5.624247,47982421949
2000-06-09,14.960700,14.960700,14.486600,14.539300,5.446641,26748973
2000-06-12,14.539300,14.750000,14.223200,14.223200,5.328226,12282889736
2000-06-13,13.959800,14.328600,13.959800,14.065200,5.269035,11752646904
2000-06-14,14.065200,14.328600,14.065200,14.065200,5.269035,11525370685
2000-06-15,14.065200,14.223200,13.959800,14.012500,5.249295,14374672545
2000-06-16,14.065200,14.170500,13.801800,13.801800,5.170362,12521911
2000-06-19,13.591000,13.959800,13.327700,13.959800,5.229550,17274572395
2000-06-20,14.117900,14.223200,13.538400,13.538400,5.071688,13293884930
2000-06-21,13.538400,13.801800,13.433000,13.538400,5.071688,8971301
2000-06-22,13.696400,13.749100,13.433000,13.696400,5.130877,10639935
2000-06-23,13.696400,13.696400,13.538400,13.591000,5.091393,6143267694
2000-06-26,13.433000,13.591000,13.169600,13.380400,5.012500,9237704345
2000-06-27,13.380400,13.433000,13.011600,13.011600,4.874341,7594128
2000-06-28,12.906200,13.117000,12.379500,12.484800,4.676993,11304254
2000-06-29,12.590200,12.748200,11.694600,12.168700,4.558578,17084831
2000-06-30,12.274100,13.011600,12.116100,12.853600,4.815152,27951436
2000-07-03,12.958900,13.275000,12.853600,13.275000,4.973016,27166354
2000-07-04,13.275000,13.275000,12.537500,12.642900,4.736221,12029718
2000-07-05,12.642900,13.275000,12.432200,13.011600,4.874341,24873087627
2000-07-06,13.011600,13.275000,12.642900,13.117000,4.913827,19529892
2000-07-07,13.275000,13.485700,12.748200,12.748200,4.775668,19523512804
2000-07-10,12.800900,12.958900,12.537500,12.748200,4.775668,10064347887
2000-07-11,12.748200,12.958900,12.537500,12.642900,4.736221,11755250
2000-07-12,12.748200,12.853600,12.116100,12.168700,4.558578,9434982
2000-07-13,12.326800,12.748200,12.168700,12.590200,4.716479,16215871501
2000-07-14,12.590200,13.433000,12.537500,13.380400,5.012500,41057958
2000-07-17,13.959800,14.486600,13.907200,14.275900,5.347968,42375855810
2000-07-18,14.012500,14.012500,13.327700,13.327700,4.992757,22775156761
2000-07-19,14.012500,14.012500,13.327700,13.327700,4.992757,22775156761
2000-07-20,13.222300,13.485700,12.853600,12.906200,4.834857,27018571969
2000-07-21,14.255100,14.439400,14.132200,14.132200,5.365418,29387592526
2000-07-24,14.255100,14.562300,14.132200,14.378000,5.458739,18963939812
2000-07-25,14.132200,14.562300,14.132200,14.132200,5.365418,17909586328
2000-07-26,14.439400,14.746600,14.255100,14.378000,5.458739,23063637645
2000-07-27,14.316500,14.623700,14.255100,14.562300,5.528710,15808414421
2000-07-28,14.439400,14.931000,14.439400,14.869500,5.645341,22485113462
2000-07-31,15.053900,15.484000,14.869500,15.238200,5.785321,27301149875
2000-08-01,15.361100,15.484000,14.808100,14.931000,5.668691,9880676649
2000-08-02,14.931000,15.053900,14.746600,14.808100,5.622031,8224228722
2000-08-03,14.808100,14.869500,14.439400,14.439400,5.482050,9472635577
2000-08-04,14.623700,14.685200,14.439400,14.623700,5.552021,7366362150
2000-08-07,14.931000,14.931000,14.316500,14.439400,5.482050,9227869039
2000-08-08,14.623700,14.685200,14.193600,14.439400,5.482050,8676611454
2000-08-09,14.623700,14.931000,14.500900,14.931000,5.668691,17831678477
2000-08-10,14.931000,15.115300,14.439400,14.439400,5.482050,14179561015
2000-08-11,14.562300,14.808100,14.439400,14.439400,5.482050,12035789185
2000-08-14,14.623700,14.685200,14.193600,14.255100,5.412078,10882822611
2000-08-15,14.316500,14.439400,13.947900,14.070800,5.342107,10115102073
2000-08-16,13.947900,14.255100,13.947900,14.070800,5.342107,6569653
2000-08-17,14.070800,14.378000,14.070800,14.255100,5.412078,8955025
2000-08-18,14.378000,14.869500,14.378000,14.500900,5.505399,26684738
2000-08-21,14.316500,14.562300,14.255100,14.439400,5.482050,12204549256
2000-08-22,14.500900,14.562300,14.255100,14.316500,5.435390,10219570
2000-08-23,14.316500,14.316500,14.316500,14.316500,5.435390,0
2000-08-24,14.316500,14.439400,13.824900,13.824900,5.248750,17077256122
2000-08-25,13.824900,14.070800,13.579200,13.702100,5.202126,14468217597
2000-08-28,13.517700,13.640600,13.026200,13.087700,4.968864,11376532403
2000-08-29,12.596100,13.087700,12.288900,12.657500,4.805535,11458185491
2000-08-30,12.596100,12.780400,11.797300,11.858800,4.502301,16388339472
2000-08-31,11.674400,12.227400,11.674400,12.043100,4.572273,16462992
2000-09-01,12.227400,12.288900,11.244300,11.244300,4.269001,15971692
2000-09-04,12.104500,12.596100,12.104500,12.534600,4.758875,25991020
2000-09-05,12.596100,12.780400,12.288900,12.657500,4.805535,17391508040
2000-09-06,12.657500,12.841900,12.288900,12.473200,4.735565,14291876440
2000-09-07,12.166000,12.288900,11.981600,11.981600,4.548923,8052694240
2000-09-08,11.981600,12.166000,11.858800,12.043100,4.572273,7562791532
2000-09-11,11.613000,12.043100,11.613000,11.920200,4.525613,5150491
2000-09-12,11.920200,11.920200,11.920200,11.920200,4.525613,0
2000-09-13,11.920200,12.043100,11.735900,11.920200,4.525613,4998569294
2000-09-14,11.981600,11.981600,11.551500,11.551500,4.385632,6131622
2000-09-15,11.551500,11.981600,11.428600,11.735900,4.455642,8915448031
2000-09-18,11.674400,11.858800,11.244300,11.244300,4.269001,8414124073
2000-09-19,11.060000,11.367200,10.814200,10.875600,4.129021,17457600
2000-09-20,11.428600,11.428600,10.875600,11.244300,4.269001,13911796646
2000-09-21,11.244300,11.797300,11.060000,11.797300,4.478953,23190305
2000-09-22,11.981600,12.166000,11.674400,11.735900,4.455642,34702878921
2000-09-25,11.797300,12.043100,11.551500,11.613000,4.408982,20313927
2000-09-26,11.613000,11.674400,11.121400,11.244300,4.269001,13776141
2000-09-27,11.367200,11.674400,11.121400,11.367200,4.315660,10342989
2000-09-28,11.367200,11.551500,11.244300,11.367200,4.315660,7680602
2000-09-29,11.428600,11.428600,11.060000,11.060000,4.199030,8030550737
2000-10-02,10.199700,10.629900,9.831090,9.831090,3.732463,13242889
2000-10-03,9.831090,10.507000,9.708200,10.507000,3.989079,19523439
2000-10-04,10.199700,11.121400,10.199700,10.691300,4.059050,41701331
2000-10-05,10.937100,11.060000,10.568400,10.691300,4.059050,14937954
2000-10-06,10.691300,11.182900,10.691300,11.121400,4.222341,20652168
2000-10-09,10.998500,11.060000,10.507000,10.507000,3.989079,17318124
2000-10-10,10.507000,10.507000,10.507000,10.507000,3.989079,0
2000-10-11,10.199700,10.322600,10.199700,10.199700,3.872410,12577977
2000-10-12,9.831090,10.445500,9.585310,10.138300,3.849099,23122878
2000-10-13,9.708200,10.814200,9.585310,10.814200,4.105710,19841467
2000-10-16,10.814200,10.814200,10.814200,10.814200,4.105710,0
2000-10-17,9.892530,10.691300,9.892530,10.445500,3.965729,15890703
2000-10-18,10.445500,10.752800,10.199700,10.384100,3.942419,20483463
2000-10-19,10.138300,10.384100,9.708200,9.708200,3.685807,22337842
2000-10-20,10.384100,10.384100,10.076900,10.384100,3.942419,13613608
2000-10-23,10.445500,10.752800,10.261200,10.322600,3.919069,13618839
2000-10-24,10.138300,10.752800,10.138300,10.507000,3.989079,15293188
2000-10-25,10.507000,10.752800,10.445500,10.691300,4.059050,17954554
2000-10-26,10.752800,11.121400,10.568400,10.875600,4.129021,34983376
2000-10-27,10.875600,10.875600,10.875600,10.875600,4.129021,0
2000-10-30,10.199700,10.199700,10.199700,10.199700,3.872410,1520167
2000-10-31,9.953980,10.568400,9.953980,10.138300,3.849099,30828410
2000-11-01,10.261200,10.445500,9.892530,10.138300,3.849099,25514572
2000-11-02,10.445500,10.445500,10.199700,10.322600,3.919069,17007599
2000-11-03,10.568400,10.629900,10.384100,10.568400,4.012390,17384884
2000-11-06,10.568400,10.568400,10.199700,10.199700,3.872410,10554275
2000-11-07,10.445500,10.568400,10.261200,10.445500,3.965729,11862191
2000-11-08,10.507000,10.814200,10.322600,10.752800,4.082399,25337306
2000-11-09,10.752800,10.875600,10.629900,10.752800,4.082399,16033200
2000-11-10,10.875600,11.060000,10.691300,10.998500,4.175681,20051950
2000-11-13,10.322600,11.060000,10.322600,10.998500,4.175681,21577966
2000-11-14,11.182900,11.305700,10.875600,10.937100,4.152370,23434526
2000-11-15,11.060000,11.305700,10.875600,11.121400,4.222341,24683983
2000-11-16,10.384100,10.937100,10.384100,10.384100,3.942419,12794688
2000-11-17,10.507000,10.507000,9.831090,10.384100,3.942419,12726483
2000-11-20,9.339530,9.646750,9.155200,9.155200,3.475855,9592428
2000-11-21,8.847980,9.462420,8.847980,9.462420,3.592494,16722072
2000-11-22,9.462420,9.831090,9.339530,9.769640,3.709133,18856021
2000-11-23,9.769640,9.953980,9.462420,9.831090,3.732463,20825529
2000-11-24,9.892530,10.322600,9.892530,10.322600,3.919069,17974149
2000-11-27,10.507000,10.568400,10.322600,10.384100,3.942419,16768765
2000-11-28,10.261200,10.445500,10.076900,10.076900,3.825787,9351895
2000-11-29,9.953980,10.138300,9.892530,9.953980,3.779120,5400234
2000-11-30,10.076900,10.138300,9.831090,10.015400,3.802438,7365959
2000-12-01,10.384100,10.384100,10.076900,10.199700,3.872410,23695022
2000-12-04,9.953980,9.953980,9.646750,9.646750,3.662476,7536908
2000-12-05,9.646750,9.831090,9.523870,9.708200,3.685807,14431899
2000-12-06,9.953980,9.953980,9.585310,9.585310,3.639150,13177608
2000-12-07,9.400980,9.585310,9.400980,9.400980,3.569168,9634700
2000-12-08,9.400980,9.585310,9.400980,9.523870,3.615824,8423074
2000-12-11,9.585310,9.708200,9.523870,9.646750,3.662476,11987880
2000-12-12,9.708200,9.953980,9.646750,9.769640,3.709133,17812361
2000-12-13,9.831090,9.831090,9.585310,9.769640,3.709133,12610989
2000-12-14,9.708200,9.953980,9.646750,9.769640,3.709133,14577221
2000-12-15,9.831090,9.892530,9.646750,9.769640,3.709133,17487676
2000-12-18,9.769640,9.769640,9.339530,9.339530,3.545838,8545952
2000-12-19,9.339530,9.708200,9.093760,9.646750,3.662476,16542707
2000-12-20,9.585310,9.769640,9.400980,9.708200,3.685807,17969088
2000-12-21,9.400980,9.708200,9.400980,9.462420,3.592494,10798416
2000-12-22,9.339530,9.585310,9.278090,9.339530,3.545838,5635499
2000-12-25,null,null,null,null,null,null
2000-12-26,9.400980,9.523870,9.216640,9.278090,3.522511,3763347
2000-12-27,9.278090,9.278090,8.970870,9.032310,3.429198,4486812
2000-12-28,8.786530,9.400980,8.786530,9.400980,3.569168,9969941
2000-12-29,9.339530,9.462420,9.155200,9.278090,3.522511,10806519
2001-01-01,9.278090,9.278090,9.278090,9.278090,3.522511,0
2001-01-02,9.400980,9.953980,9.278090,9.585310,3.639150,10894420
2001-01-03,9.585310,9.953980,9.523870,9.953980,3.779120,19933404
2001-01-04,10.138300,10.445500,10.076900,10.199700,3.872410,21904831
2001-01-05,10.138300,10.199700,9.769640,9.892530,3.755789,12640317
2001-01-08,9.769640,10.015400,9.646750,9.708200,3.685807,11567561
2001-01-09,9.708200,10.015400,9.708200,9.953980,3.779120,17483396
2001-01-10,9.953980,10.076900,9.831090,9.892530,3.755789,17983849
2001-01-11,10.015400,10.261200,9.831090,9.892530,3.755789,26350386
2001-01-12,9.892530,10.076900,9.708200,9.769640,3.709133,11805670
2001-01-15,9.708200,9.708200,9.400980,9.523870,3.615824,11524822
2001-01-16,9.523870,9.953980,9.523870,9.953980,3.779120,19458193
2001-01-17,10.015400,10.199700,9.831090,10.015400,3.802438,22120572
2001-01-18,10.138300,10.629900,10.015400,10.568400,4.012390,53575272
2001-01-19,null,null,null,null,null,null
2001-01-22,null,null,null,null,null,null
2001-01-23,null,null,null,null,null,null
2001-01-24,null,null,null,null,null,null
2001-01-25,null,null,null,null,null,null
2001-01-26,null,null,null,null,null,null
2001-01-29,10.568400,11.305700,10.568400,10.937100,4.152370,65268871
2001-01-30,11.060000,11.060000,10.445500,10.937100,4.152370,26556003
2001-01-31,11.182900,11.367200,10.937100,10.998500,4.175681,42122476
2001-02-01,10.937100,11.244300,10.752800,10.875600,4.129021,22066295
2001-02-02,11.305700,11.613000,11.244300,11.613000,4.408982,36295866
2001-02-05,11.858800,12.227400,11.613000,11.613000,4.408982,65958159993
2001-02-06,11.613000,11.613000,10.937100,10.937100,4.152370,24947148
2001-02-07,10.752800,10.937100,10.568400,10.568400,4.012390,13141525
2001-02-08,10.629900,10.814200,10.568400,10.752800,4.082399,7560311
2001-02-09,10.814200,11.060000,10.752800,10.998500,4.175681,13584118
2001-02-12,10.937100,11.060000,10.752800,10.814200,4.105710,8909595
2001-02-13,10.937100,11.060000,10.814200,10.875600,4.129021,15907167
2001-02-14,11.060000,11.244300,10.752800,10.814200,4.105710,17607085
2001-02-15,10.998500,11.060000,10.752800,10.937100,4.152370,16030814
2001-02-16,11.060000,11.305700,10.875600,10.875600,4.129021,23158048
2001-02-19,10.507000,10.752800,10.507000,10.507000,3.989079,9050168
2001-02-20,10.752800,10.937100,10.507000,10.629900,4.035739,19577358
2001-02-21,10.568400,10.629900,10.322600,10.445500,3.965729,15439441
2001-02-22,10.322600,10.445500,10.015400,10.015400,3.802438,12610259
2001-02-23,10.076900,10.138300,10.015400,10.015400,3.802438,7141528
2001-02-26,10.076900,10.199700,10.015400,10.015400,3.802438,7490736
2001-02-27,10.199700,10.199700,10.015400,10.015400,3.802438,7841300
2001-02-28,10.015400,10.015400,10.015400,10.015400,3.802438,0
2001-03-01,9.953980,9.953980,9.646750,9.646750,3.662476,7385177
2001-03-02,9.831090,9.831090,9.646750,9.708200,3.685807,5121360
2001-03-05,9.708200,9.831090,9.708200,9.769640,3.709133,4301616
2001-03-06,9.892530,10.015400,9.769640,9.769640,3.709133,7879040
2001-03-07,9.953980,9.953980,9.769640,9.892530,3.755789,7097337
2001-03-08,9.892530,10.384100,9.831090,10.199700,3.872410,24880356
2001-03-09,10.199700,10.322600,9.892530,9.892530,3.755789,9461530
2001-03-12,9.831090,9.892530,9.708200,9.708200,3.685807,6856068
2001-03-13,9.523870,9.708200,9.462420,9.585310,3.639150,7491113
2001-03-14,null,null,null,null,null,null
2001-03-15,9.462420,9.585310,9.400980,9.523870,3.615824,7512982
2001-03-16,9.523870,9.831090,9.523870,9.585310,3.639150,11385577
2001-03-19,9.769640,9.769640,9.462420,9.523870,3.615824,5835726
2001-03-20,9.523870,9.585310,9.400980,9.400980,3.569168,5078600
2001-03-21,9.339530,9.523870,9.339530,9.400980,3.569168,4483073
2001-03-22,9.339530,9.585310,9.339530,9.523870,3.615824,5920966
2001-03-23,9.585310,9.708200,9.462420,9.585310,3.639150,11283970
2001-03-26,9.708200,9.769640,9.585310,9.646750,3.662476,8443545
2001-03-27,9.708200,9.831090,9.646750,9.708200,3.685807,15030530
2001-03-28,9.769640,9.769640,9.400980,9.462420,3.592494,7936758
2001-03-29,9.400980,9.462420,9.339530,9.400980,3.569168,8004417
2001-03-30,9.400980,9.400980,9.216640,9.278090,3.522511,9851707
2001-04-02,9.216640,9.278090,8.878700,8.878700,3.370880,9802594
2001-04-03,8.786530,8.878700,8.540760,8.602200,3.265904,8728104
2001-04-04,8.479320,8.602200,8.325700,8.356420,3.172591,7944210
2001-04-05,8.356420,8.356420,8.356420,8.356420,3.172591,0
2001-04-06,8.540760,8.786530,8.540760,8.602200,3.265904,10598422
2001-04-09,8.602200,8.602200,8.356420,8.356420,3.172591,5844257
2001-04-10,8.356420,8.694370,8.356420,8.417870,3.195920,9230918
2001-04-11,8.540760,8.632930,8.417870,8.479320,3.219251,4291537
2001-04-12,8.602200,8.602200,8.448590,8.510030,3.230910,3448922
2001-04-13,8.571480,8.725090,8.479320,8.479320,3.219251,7388292
2001-04-16,8.479320,8.571480,8.356420,8.479320,3.219251,3997303
2001-04-17,8.417870,8.479320,8.356420,8.356420,3.172591,3712382
2001-04-18,8.356420,8.479320,8.356420,8.417870,3.195920,3281265
2001-04-19,8.540760,8.602200,8.417870,8.417870,3.195920,6229014
2001-04-20,8.479320,8.540760,8.356420,8.417870,3.195920,2934201
2001-04-23,8.417870,8.448590,8.356420,8.387150,3.184258,3800336
2001-04-24,8.387150,8.510030,8.387150,8.387150,3.184258,3626403
2001-04-25,8.387150,8.448590,8.356420,8.387150,3.184258,3008299
2001-04-26,8.387150,8.448590,8.356420,8.387150,3.184258,3008299
2001-04-27,8.294980,8.294980,8.018480,8.018480,3.044289,6479958
2001-04-30,7.987760,8.049200,7.772710,7.803420,2.962640,5106521
2001-05-01,7.803420,7.803420,7.803420,7.803420,2.962640,0
2001-05-02,7.803420,7.895590,7.281150,7.281150,2.764355,10616479
2001-05-03,7.281150,7.557650,7.281150,7.496210,2.846004,6347707
2001-05-04,7.496210,7.649820,7.281150,7.373320,2.799348,6213032
2001-05-07,7.373320,7.434760,7.066100,7.096820,2.694373,5889760
2001-05-08,7.096820,7.096820,6.635990,6.758870,2.566067,9024990484
2001-05-09,6.758870,7.066100,6.635990,7.066100,2.682709,8748720226
2001-05-10,7.066100,7.158260,6.912500,6.912500,2.624393,5572252282
2001-05-11,6.758870,7.066100,6.758870,7.004650,2.659379,7394960
2001-05-14,6.943230,6.943230,6.820310,6.851040,2.601060,3633080609
2001-05-15,7.035370,7.035370,6.851040,6.912500,2.624393,2720606053
2001-05-16,6.912500,7.004650,6.881770,6.881770,2.612727,5070141594
2001-05-17,6.912500,7.127540,6.912500,7.035370,2.671042,6556522069
2001-05-18,7.035370,7.066100,6.820310,6.820310,2.589393,5135014463
2001-05-21,6.789580,6.820310,6.390210,6.420940,2.437768,6437418040
2001-05-22,6.451670,6.605260,6.420940,6.451670,2.449436,6105213719
2001-05-23,6.420940,6.881770,6.420940,6.881770,2.612727,11253926203
2001-05-24,6.973930,7.127540,6.943230,6.943230,2.636061,12994042226
2001-05-25,6.881770,6.881770,6.758870,6.758870,2.566067,5034986122
2001-05-28,6.758870,6.851040,6.635990,6.728180,2.554415,2727601766
2001-05-29,6.728180,6.881770,6.666710,6.666710,2.531077,4337363664
2001-05-30,6.635990,6.666710,6.513060,6.605260,2.507748,3136704277
2001-05-31,6.605260,6.697450,6.513060,6.605260,2.507748,4048881112
2001-06-01,6.635990,6.666710,6.451670,6.451670,2.449436,3894811462
2001-06-04,6.451670,6.451670,6.205890,6.236620,2.367790,5923364013
2001-06-05,6.359480,6.359480,6.267350,6.298040,2.391109,5639190498
2001-06-06,6.390210,6.543790,6.359480,6.513060,2.472742,10170653557
2001-06-07,6.513060,6.513060,6.359480,6.451670,2.449436,7662182722
2001-06-08,6.451670,6.666710,6.451670,6.543790,2.484409,14752793827
2001-06-11,6.543790,6.574530,6.451670,6.513060,2.472742,4013958639
2001-06-12,6.482400,6.543790,6.451670,6.451670,2.449436,5242579305
2001-06-13,6.482400,6.635990,6.451670,6.482400,2.461102,9332725631
2001-06-14,6.451670,6.451670,6.328740,6.359480,2.414434,6128989651
2001-06-15,6.359480,6.420940,6.328740,6.420940,2.437768,2875563111
2001-06-18,6.390210,6.451670,6.205890,6.236620,2.367790,3361852902
2001-06-19,6.236620,6.328740,6.205890,6.205890,2.356123,5076746099
2001-06-20,6.267350,6.267350,6.205890,6.236620,2.367790,3629746714
2001-06-21,6.298040,6.328740,6.205890,6.236620,2.367790,3277249935
2001-06-22,6.236620,6.267350,6.144420,6.175160,2.344455,4190609023
2001-06-25,6.175150,6.175150,6.175150,6.175150,2.344452,0
2001-06-26,6.175160,6.205890,5.775780,5.806520,2.204498,7446073582
2001-06-27,5.837180,5.898640,5.714320,5.714320,2.169494,4346742580
2001-06-28,5.714320,5.745050,5.591430,5.622130,2.134493,5283753908
